x,y
0.0,0.24901105336360557
0.05555555555555555,0.24801531905974006
0.1111111111111111,0.24698805190036932
0.16666666666666666,0.2459940162784686
0.2222222222222222,0.24505477379680238
0.2777777777777778,0.2442050263515046
0.3333333333333333,0.24347531262601368
0.38888888888888884,0.2428243567260889
0.4444444444444444,0.24228204839440343
0.5,0.24189937249976884
0.5555555555555556,0.24168050789721984
0.611111111111111,0.2416264645050203
0.6666666666666666,0.24173491683724585
0.7222222222222222,0.24199963078753722
0.7777777777777777,0.2424003196652431
0.8333333333333333,0.24292327129588112
0.8888888888888888,0.2435442751633764
0.9444444444444444,0.2442353205120492
1.0,0.24497188837851178
1.0555555555555556,0.2457064003476051
1.1111111111111112,0.24640786155945224
1.1666666666666665,0.2470194693938845
1.222222222222222,0.2475472202704464
1.2777777777777777,0.24798145384128661
1.3333333333333333,0.24831932712993807
1.3888888888888888,0.24856454409480275
1.4444444444444444,0.24863518025150236
1.5,0.2485721419659314
1.5555555555555554,0.24843079807614854
1.611111111111111,0.24827254890429148
1.6666666666666665,0.24811732143463852
1.722222222222222,0.2479947251232429
1.7777777777777777,0.2479356809674659
1.8333333333333333,0.2479711697998664
1.8888888888888888,0.24813028739215323
1.9444444444444444,0.24842530514912248
2.0,0.24889190251421991
2.0555555555555554,0.24954102114546095
2.111111111111111,0.2503745780963461
2.1666666666666665,0.25138633748205474
2.2222222222222223,0.2525815829884002
2.2777777777777777,0.2539040443731216
2.333333333333333,0.25529155305430085
2.388888888888889,0.25672378397994844
2.444444444444444,0.25815981098832685
2.5,0.2594358961291934
2.5555555555555554,0.26054547284618784
2.611111111111111,0.26154678070449855
2.6666666666666665,0.2624131647754157
2.722222222222222,0.26308789686852857
2.7777777777777777,0.2636026190854567
2.833333333333333,0.26397108694478466
2.888888888888889,0.2642009498132034
2.944444444444444,0.26431579158589846
3.0,0.26434703812497207
3.0555555555555554,0.264328718741891
3.1111111111111107,0.2642691444193404
3.1666666666666665,0.26425320119392987
3.222222222222222,0.26432059017836385
3.2777777777777777,0.2645048588865132
3.333333333333333,0.26483142093676854
3.388888888888889,0.26531654919158765
3.444444444444444,0.2660028590105408
3.5,0.2668155186249543
3.5555555555555554,0.26759405644916073
3.6111111111111107,0.26834965835836494
3.6666666666666665,0.2692077951963064
3.722222222222222,0.27015161214103794
3.7777777777777777,0.2711621656998036
3.833333333333333,0.27221374799030984
3.888888888888889,0.2732497124964585
3.944444444444444,0.27427456953493756
4.0,0.27526719016048057
4.055555555555555,0.27623417880445345
4.111111111111111,0.2771471798802075
4.166666666666666,0.2780040974358094
4.222222222222222,0.2787974453684398
4.277777777777778,0.27947875607559053
4.333333333333333,0.28008809063435886
4.388888888888888,0.2806024766679652
4.444444444444445,0.28098746689342
4.5,0.28120284719748356
4.555555555555555,0.281212490944608
4.611111111111111,0.28073310227736686
4.666666666666666,0.27975085026638385
4.722222222222222,0.278590042119347
4.777777777777778,0.277379621350356
4.833333333333333,0.2762855950175207
4.888888888888888,0.2754927715584419
4.944444444444444,0.27518071251838727
5.0,0.27551245828076154
5.055555555555555,0.27664010244376447
5.111111111111111,0.2785021698052552
5.166666666666666,0.2810055022309972
5.222222222222222,0.2839843958959584
5.277777777777778,0.2871844953370983
5.333333333333333,0.29035384352946797
5.388888888888888,0.2932791554617921
5.444444444444444,0.295803958922047
5.5,0.29775664688665215
